Record number,Origin of data,Subject number,Ethnicity,Gender,Age group,Body location,L,a,b
2177,2,248,CN,F,2,9,55.9525,15.2151,18.3957
2178,2,248,CN,F,2,2,57.7346,15.2304,13.2261
2179,2,248,CN,F,2,5,67.9609,5.5918,13.9922
2180,2,248,CN,F,2,4,60.1179,13.9780,15.4721
2181,2,248,CN,F,2,1,64.1687,9.2977,14.2480
2182,2,248,CN,F,2,11,63.8708,8.5257,13.2498
2183,2,248,CN,F,2,10,66.9865,5.7729,15.2660
2184,2,248,CN,F,2,7,66.8952,7.0418,13.0588
2185,2,249,CN,M,2,6,56.4908,13.0787,17.1043
2186,2,249,CN,M,2,9,58.0393,12.9648,17.0175
2187,2,249,CN,M,2,2,56.6240,14.0655,14.5717
2188,2,249,CN,M,2,5,60.1907,9.5530,15.9506
2189,2,249,CN,M,2,4,52.9683,15.5928,13.6399
2190,2,249,CN,M,2,1,56.5892,13.4559,16.4624
2191,2,249,CN,M,2,11,62.1208,10.1609,13.2355
2192,2,249,CN,M,2,10,57.3442,12.2482,17.0459
2193,2,249,CN,M,2,7,60.2593,9.3225,14.2259
2194,2,250,CN,M,2,6,54.3422,14.3310,18.4718
2195,2,250,CN,M,2,9,61.2156,9.5536,20.1780
2196,2,250,CN,M,2,2,59.3454,12.3176,16.0714
2197,2,250,CN,M,2,5,59.4807,12.7459,16.6586
2198,2,250,CN,M,2,4,54.5918,12.8434,17.8501
2199,2,250,CN,M,2,1,59.5718,9.6437,15.6114
2200,2,250,CN,M,2,11,66.3742,8.7329,13.7729
2201,2,250,CN,M,2,10,56.3332,9.5935,18.7675
2202,2,250,CN,M,2,7,60.5865,7.7472,15.2661
2203,2,251,CN,M,2,6,56.6804,14.1024,17.2091
2204,2,251,CN,M,2,9,58.2579,12.0080,18.1011
2205,2,251,CN,M,2,2,58.8689,12.2934,15.3614
2206,2,251,CN,M,2,5,61.5214,13.4585,13.4739
2207,2,251,CN,M,2,4,57.7363,13.7692,14.2158
2208,2,251,CN,M,2,1,59.1371,10.8062,15.6410
2209,2,251,CN,M,2,11,62.3945,8.4361,15.2673
2210,2,251,CN,M,2,10,57.4036,11.2685,17.3102
2211,2,251,CN,M,2,7,62.0891,8.7609,16.1248
2212,2,252,CN,M,2,6,54.2529,13.8241,17.0849
2213,2,252,CN,M,2,9,55.6195,14.8901,13.9960
2214,2,252,CN,M,2,2,57.2617,11.4334,14.0764
2215,2,252,CN,M,2,5,58.9097,18.2216,14.3087
2216,2,252,CN,M,2,4,54.3650,10.7842,12.8339
2217,2,252,CN,M,2,1,56.7921,10.9673,15.4165
2218,2,252,CN,M,2,11,65.1164,8.3316,12.9246
2219,2,252,CN,M,2,10,61.6708,8.4726,16.7891
2220,2,252,CN,M,2,7,62.3911,7.1507,15.1983
2221,2,253,CN,F,2,6,56.5492,13.0010,17.6894
2222,2,253,CN,F,2,9,57.7794,12.5290,19.0469
2223,2,253,CN,F,2,2,57.6352,13.9883,14.3005
2224,2,253,CN,F,2,5,61.8202,9.2212,17.5020
2225,2,253,CN,F,2,4,60.1423,12.5272,17.8249
2226,2,253,CN,F,2,1,57.0622,8.3302,18.6988
2227,2,253,CN,F,2,11,59.8695,9.4898,17.3779
2228,2,253,CN,F,2,10,58.5041,6.7015,17.4194
2229,2,253,CN,F,2,7,59.5261,6.5723,17.5175
2230,2,254,CN,F,2,6,59.3627,9.8361,15.9629
2231,2,254,CN,F,2,9,59.6733,8.5629,18.7131
2232,2,254,CN,F,2,2,56.8693,13.3170,12.3055
2233,2,254,CN,F,2,5,60.7702,7.8085,14.1837
2234,2,254,CN,F,2,4,57.1090,13.0467,16.3253
2235,2,254,CN,F,2,1,59.0248,6.9929,15.8568
2236,2,254,CN,F,2,11,63.8250,6.6957,14.9581
2237,2,254,CN,F,2,10,57.8921,8.3734,14.0664
2238,2,254,CN,F,2,7,61.8412,7.0956,13.5925
2239,2,255,CN,F,2,6,62.0647,8.9398,15.3153
2240,2,255,CN,F,2,9,62.1003,10.1446,19.0011
2241,2,255,CN,F,2,2,57.3424,15.2714,11.2686
2242,2,255,CN,F,2,5,55.8041,10.0789,11.8165
2243,2,255,CN,F,2,4,60.5442,11.2586,16.1367
2244,2,255,CN,F,2,1,59.8928,8.1058,15.3754
2245,2,255,CN,F,2,11,64.9187,7.0612,13.1003
2246,2,255,CN,F,2,10,59.8191,8.3108,13.2070
2247,2,255,CN,F,2,7,63.7014,5.9850,13.4522
2248,2,256,CN,M,2,6,53.4986,13.6888,16.4949
2249,2,256,CN,M,2,9,60.1803,9.4798,19.1496
2250,2,256,CN,M,2,2,54.9331,14.7334,14.4017
2251,2,256,CN,M,2,5,60.2348,9.1244,15.8576
2252,2,256,CN,M,2,4,56.8749,10.9318,15.2693
2253,2,256,CN,M,2,1,56.5020,11.0310,15.7807
2254,2,256,CN,M,2,11,61.3378,7.4744,14.2631
2255,2,256,CN,M,2,10,59.3504,7.3988,17.0768
2256,2,256,CN,M,2,7,60.2869,8.1416,16.9411
2257,2,257,CN,M,2,6,53.9536,12.6845,16.4852
2258,2,257,CN,M,2,9,52.4608,13.0670,18.0508
2259,2,257,CN,M,2,2,54.9680,12.7404,14.8944
2260,2,257,CN,M,2,5,58.9298,8.1718,16.8455
2261,2,257,CN,M,2,4,55.1734,10.5813,15.6131
2262,2,257,CN,M,2,1,56.1366,10.9715,16.7240
2263,2,257,CN,M,2,11,64.2769,7.0007,15.1393
2264,2,257,CN,M,2,10,56.0534,7.8991,16.8914
2265,2,257,CN,M,2,7,63.9070,4.9972,15.6181
2266,2,258,CN,M,2,6,49.5737,14.5622,18.5974
2267,2,258,CN,M,2,9,50.6670,15.1314,18.0817
2268,2,258,CN,M,2,2,54.9036,12.6908,16.7895
2269,2,258,CN,M,2,5,54.3014,14.6191,19.0084
2270,2,258,CN,M,2,4,53.3890,12.1223,17.1374
2271,2,258,CN,M,2,1,51.3380,11.7581,17.7787
2272,2,258,CN,M,2,11,60.6766,7.5538,13.1319
2273,2,258,CN,M,2,10,53.7149,9.7881,19.4334
2274,2,258,CN,M,2,7,56.4133,8.7875,17.5062
2275,2,259,CN,M,2,6,54.1522,11.6460,18.8635
2276,2,259,CN,M,2,9,58.0798,9.3987,20.6192
2277,2,259,CN,M,2,2,56.1879,11.0331,16.7449
2278,2,259,CN,M,2,5,45.8841,11.0084,13.3285
2279,2,259,CN,M,2,4,51.5561,15.6657,15.6497
2280,2,259,CN,M,2,1,53.5597,10.5549,18.3600
2281,2,259,CN,M,2,11,58.3213,11.7739,15.2413
2282,2,259,CN,M,2,10,53.6020,9.7721,19.5585
2283,2,259,CN,M,2,7,57.4138,7.1874,17.8961
2284,2,260,CN,M,2,6,50.7528,14.6304,16.6588
2285,2,260,CN,M,2,9,57.0472,9.5915,18.2427
2286,2,260,CN,M,2,2,55.7877,12.6804,14.0579
2287,2,260,CN,M,2,5,51.4392,14.7789,16.5932
2288,2,260,CN,M,2,4,56.2107,10.8279,14.7396
2289,2,260,CN,M,2,1,56.3007,9.3192,15.6793
2290,2,260,CN,M,2,11,65.5407,4.4778,14.3335
2291,2,260,CN,M,2,10,54.5119,9.1000,18.6752
2292,2,260,CN,M,2,7,60.8125,7.4064,14.6184
2293,2,261,CN,M,2,6,57.1515,10.8421,18.2285
2294,2,261,CN,M,2,9,52.9278,16.6824,15.3047
2295,2,261,CN,M,2,2,59.6052,10.7353,14.8405
2296,2,261,CN,M,2,5,57.1262,15.8512,16.0328
2297,2,261,CN,M,2,4,54.8157,13.4479,14.8006
2298,2,261,CN,M,2,1,53.8982,12.0569,14.9988
2299,2,261,CN,M,2,11,63.9464,7.7723,14.1565
2300,2,261,CN,M,2,10,53.7691,10.5047,17.1972
2301,2,261,CN,M,2,7,59.6530,8.2252,16.1633
2302,2,262,CN,M,2,6,51.3329,11.1947,18.4377
2303,2,262,CN,M,2,9,59.5921,8.8650,17.1840
2304,2,262,CN,M,2,2,58.5141,11.1965,13.9225
2305,2,262,CN,M,2,5,57.5624,11.8743,16.0470
2306,2,262,CN,M,2,4,55.5992,11.9468,15.2963
2307,2,262,CN,M,2,1,58.3042,10.4076,14.7695
2308,2,262,CN,M,2,11,61.5586,9.6978,12.7003
2309,2,262,CN,M,2,10,56.7420,9.6320,15.7102
2310,2,262,CN,M,2,7,57.7542,8.5119,15.2867
2311,2,263,CN,M,2,6,53.4467,11.9881,18.9112
2312,2,263,CN,M,2,9,55.2086,11.9395,19.3043
2313,2,263,CN,M,2,2,57.3859,9.9819,16.6915
2314,2,263,CN,M,2,5,56.1553,10.8123,17.1287
2315,2,263,CN,M,2,4,55.0481,13.6283,16.8122
2316,2,263,CN,M,2,1,54.2809,9.7355,17.0080
2317,2,263,CN,M,2,11,63.5011,7.3322,14.0876
2318,2,263,CN,M,2,10,54.1348,9.7624,18.3028
2319,2,263,CN,M,2,7,56.9923,7.9441,17.1797
2320,2,264,CN,M,2,6,53.8338,10.8329,18.0476
2321,2,264,CN,M,2,9,54.9784,12.9384,17.8928
2322,2,264,CN,M,2,2,57.4037,12.5701,14.1657
2323,2,264,CN,M,2,5,60.3611,12.6204,16.3579
2324,2,264,CN,M,2,4,54.5183,13.1799,15.9143
2325,2,264,CN,M,2,1,55.9257,10.9443,16.0895
2326,2,264,CN,M,2,11,61.2947,9.0446,13.4577
2327,2,264,CN,M,2,10,54.6799,14.0207,18.0089
2328,2,264,CN,M,2,7,57.8288,8.6985,16.9702
2329,2,265,CN,M,2,6,56.8916,13.8799,17.6760
2330,2,265,CN,M,2,9,55.2519,15.6643,19.2427
2331,2,265,CN,M,2,2,56.8464,11.8290,16.8927
2332,2,265,CN,M,2,5,38.5393,11.9204,16.4112
2333,2,265,CN,M,2,4,55.7749,13.6910,16.8251
2334,2,265,CN,M,2,1,48.9893,14.5107,18.1712
2335,2,265,CN,M,2,11,60.4119,8.6316,14.4589
2336,2,265,CN,M,2,10,55.0189,9.5668,18.9941
2337,2,265,CN,M,2,7,55.0672,8.9386,18.7021
2338,2,266,CN,M,2,6,52.0045,13.4311,18.2477
2339,2,266,CN,M,2,9,58.5637,12.3956,18.4356
2340,2,266,CN,M,2,2,55.4450,9.6325,16.6080
2341,2,266,CN,M,2,5,49.9838,10.1950,15.5215
2342,2,266,CN,M,2,4,50.1405,9.8269,13.1313
2343,2,266,CN,M,2,1,51.3856,13.1266,15.5131
2344,2,266,CN,M,2,11,61.5475,9.0474,16.4961
2345,2,266,CN,M,2,10,49.1815,13.0626,18.7325
2346,2,266,CN,M,2,7,58.7590,7.9494,15.6680
2347,2,267,CN,M,2,6,50.5468,12.0730,19.0322
2348,2,267,CN,M,2,9,51.7920,13.1692,19.7885
2349,2,267,CN,M,2,2,56.2316,11.2471,17.6599
2350,2,267,CN,M,2,5,45.6936,8.9563,15.6096
2351,2,267,CN,M,2,4,47.0996,10.9633,14.0103
2352,2,267,CN,M,2,1,52.6526,9.2469,17.6574
2353,2,267,CN,M,2,11,61.6418,11.1228,11.5220
2354,2,267,CN,M,2,10,52.3354,7.9728,17.0524
2355,2,267,CN,M,2,7,59.6942,6.9460,16.1315
2356,2,268,CN,M,2,6,53.0253,9.9650,17.1779
2357,2,268,CN,M,2,9,57.1824,9.9245,18.8804
2358,2,268,CN,M,2,2,57.4932,11.5569,15.2799
2359,2,268,CN,M,2,5,56.6875,12.8488,15.8004
2360,2,268,CN,M,2,4,52.5599,12.0819,17.1820
2361,2,268,CN,M,2,1,54.5523,10.0212,17.5526
2362,2,268,CN,M,2,11,58.1210,9.8845,13.2450
2363,2,268,CN,M,2,10,52.1042,10.0913,18.9796
2364,2,268,CN,M,2,7,54.1389,10.8612,17.8000
2365,2,269,CN,F,2,6,62.8262,6.4259,16.2545
2366,2,269,CN,F,2,9,59.9420,11.9009,16.8869
2367,2,269,CN,F,2,2,65.1943,9.9522,12.2325
2368,2,269,CN,F,2,5,59.0317,13.1563,15.2005
2369,2,269,CN,F,2,4,63.5307,11.2075,15.9591
2370,2,269,CN,F,2,1,58.5738,6.3188,15.7643
2371,2,269,CN,F,2,11,68.7244,4.5404,13.6177
2372,2,269,CN,F,2,10,61.2576,7.3692,15.7755
2373,2,269,CN,F,2,7,66.0087,3.6492,12.2219
2374,2,270,CN,M,2,6,59.1966,10.6179,16.3425
2375,2,270,CN,M,2,9,61.2150,8.7517,16.3999
2376,2,270,CN,M,2,2,62.0491,11.4546,12.3170
2377,2,270,CN,M,2,5,61.5340,11.3763,14.8069
2378,2,270,CN,M,2,4,62.3934,7.4107,13.8056
2379,2,270,CN,M,2,1,67.7573,6.0758,13.5070
2380,2,270,CN,M,2,11,59.7937,7.7826,17.3055
2381,2,270,CN,M,2,10,62.7061,7.7264,17.4731
2382,2,270,CN,M,2,7,43.5635,11.4625,9.7497
2383,2,271,CN,F,2,6,60.3469,10.1409,15.4060
2384,2,271,CN,F,2,9,61.1712,10.7830,17.2926
2385,2,271,CN,F,2,2,64.1042,8.5157,14.5630
2386,2,271,CN,F,2,5,60.9192,7.5075,15.5210
2387,2,271,CN,F,2,4,59.5523,11.6962,17.5939
2388,2,271,CN,F,2,1,62.7555,8.5181,17.1548
2389,2,271,CN,F,2,11,69.5910,5.8353,13.0134
2390,2,271,CN,F,2,10,62.1521,7.9049,14.8906
2391,2,271,CN,F,2,7,64.1245,5.4141,14.1058
2392,2,272,CN,F,2,6,59.0869,10.5573,16.4516
2393,2,272,CN,F,2,9,56.9524,11.9041,17.9754
2394,2,272,CN,F,2,2,64.3562,8.8330,13.5278
2395,2,272,CN,F,2,5,58.3620,13.1615,12.9248
2396,2,272,CN,F,2,4,63.1430,11.0425,14.9906
2397,2,272,CN,F,2,1,61.5088,7.0124,17.7254
2398,2,272,CN,F,2,11,66.9478,5.1461,13.7221
2399,2,272,CN,F,2,10,62.1303,5.3325,18.8194
2400,2,272,CN,F,2,7,63.6063,6.5441,15.1692
2401,2,273,CN,M,2,6,46.6155,13.1134,12.8262
2402,2,273,CN,M,2,9,52.2488,14.8395,13.4207
2403,2,273,CN,M,2,2,52.0963,12.4360,11.3069
2404,2,273,CN,M,2,5,54.9212,13.2379,15.3061
2405,2,273,CN,M,2,4,47.5248,13.3759,12.4703
2406,2,273,CN,M,2,1,51.5386,10.9431,17.4852
2407,2,273,CN,M,2,11,60.5869,8.4583,16.2794
2408,2,273,CN,M,2,10,52.3842,9.4036,14.5304
2409,2,273,CN,M,2,7,58.6694,8.2941,15.7952
2410,2,274,CN,M,2,6,51.6215,12.3792,17.3786
2411,2,274,CN,M,2,9,55.3709,11.6266,17.7652
2412,2,274,CN,M,2,2,51.7182,12.2236,16.2622
2413,2,274,CN,M,2,5,60.3458,12.2969,15.0095
2414,2,274,CN,M,2,4,51.8275,13.1765,16.6866
2415,2,274,CN,M,2,1,55.8273,9.2940,17.2304
2416,2,274,CN,M,2,11,65.3485,6.2591,12.7481
2417,2,274,CN,M,2,10,56.7484,7.2429,18.5768
2418,2,274,CN,M,2,7,59.3413,7.7530,15.2215
2419,2,275,CN,M,2,6,55.5907,14.3439,15.6852
2420,2,275,CN,M,2,9,57.4468,13.3749,16.7727
2421,2,275,CN,M,2,2,58.5922,11.4706,13.8137
2422,2,275,CN,M,2,5,56.5092,16.4227,12.7989
2423,2,275,CN,M,2,4,50.9614,10.8175,12.5243
2424,2,275,CN,M,2,1,56.1544,8.9186,15.4187
2425,2,275,CN,M,2,11,63.1418,6.1746,13.7873
2426,2,275,CN,M,2,10,52.1878,9.8133,18.1078
2427,2,275,CN,M,2,7,55.8139,8.9597,16.2903
2428,2,276,CN,M,1,6,53.9637,10.5574,16.2911
2429,2,276,CN,M,1,9,56.4520,9.9425,17.8885
2430,2,276,CN,M,1,2,58.3267,10.7771,14.7090
2431,2,276,CN,M,1,5,60.5526,12.2458,13.8865
2432,2,276,CN,M,1,4,59.0601,9.4945,16.5706
2433,2,276,CN,M,1,1,56.6102,9.0264,19.2116
2434,2,276,CN,M,1,11,62.7512,6.7277,16.2206
2435,2,276,CN,M,1,10,56.2097,7.2474,18.9041
2436,2,276,CN,M,1,7,62.8214,5.9566,16.4090
2437,2,277,CN,F,1,6,59.9018,12.8869,14.1735
2438,2,277,CN,F,1,9,61.5391,9.4687,17.5633
2439,2,277,CN,F,1,2,60.9599,13.3153,11.7601
2440,2,277,CN,F,1,5,60.9588,16.4893,11.8676
2441,2,277,CN,F,1,4,58.6437,13.9775,13.8739
2442,2,277,CN,F,1,1,61.1290,7.1326,13.8747
2443,2,277,CN,F,1,11,66.6529,5.7321,13.4860
2444,2,277,CN,F,1,10,62.6252,5.4346,14.3040
2445,2,277,CN,F,1,7,64.7131,4.6569,11.1503
2446,2,278,CN,F,2,6,55.7584,15.1791,15.5155
2447,2,278,CN,F,2,9,58.4704,9.8319,17.3654
2448,2,278,CN,F,2,2,57.7136,12.8349,13.6509
2449,2,278,CN,F,2,5,63.1722,8.2432,14.2249
2450,2,278,CN,F,2,4,55.0648,15.6145,15.9652
2451,2,278,CN,F,2,1,57.7514,10.3582,16.6432
2452,2,278,CN,F,2,11,61.1291,7.5461,12.7302
2453,2,278,CN,F,2,10,57.7527,8.2477,16.3987
2454,2,278,CN,F,2,7,62.5528,5.7274,14.5694
2455,2,279,CN,M,2,6,54.4219,13.9522,16.5140
2456,2,279,CN,M,2,9,57.3418,12.2342,17.0406
2457,2,279,CN,M,2,2,56.0912,14.4851,13.5185
2458,2,279,CN,M,2,5,61.1348,12.5351,13.5496
2459,2,279,CN,M,2,4,53.9286,16.0784,15.4696
2460,2,279,CN,M,2,1,56.2980,11.1808,17.2091
2461,2,279,CN,M,2,11,63.6091,7.1536,12.0896
2462,2,279,CN,M,2,10,59.6974,8.0902,16.0182
2463,2,279,CN,M,2,7,61.7209,5.9581,15.1433
2464,2,280,CN,M,2,6,51.9839,12.7511,17.2122
2465,2,280,CN,M,2,9,53.3681,12.6116,19.8087
2466,2,280,CN,M,2,2,58.2716,10.4870,16.1663
2467,2,280,CN,M,2,5,58.9142,10.2713,16.2749
2468,2,280,CN,M,2,4,52.1145,14.4689,15.1051
2469,2,280,CN,M,2,1,51.0668,11.8974,18.0365
2470,2,280,CN,M,2,11,61.2892,9.3458,15.2365
2471,2,280,CN,M,2,10,51.5550,11.0787,18.2159
2472,2,280,CN,M,2,7,57.2197,8.0974,16.4341
2473,2,281,CN,M ,2,6,55.3895,11.4490,17.9590
2474,2,281,CN,M ,2,9,59.1720,10.4283,15.9815
2475,2,281,CN,M ,2,2,60.5891,10.8632,11.5541
2476,2,281,CN,M ,2,5,61.2701,12.5376,14.1119
2477,2,281,CN,M ,2,4,58.3804,12.4838,15.2473
2478,2,281,CN,M ,2,1,57.4735,7.7101,15.4765
2479,2,281,CN,M ,2,11,62.1891,7.9997,14.6861
2480,2,281,CN,M ,2,10,54.0804,9.1679,16.9462
2481,2,281,CN,M ,2,7,60.5072,6.8165,14.8303
2482,2,282,CN,F,2,6,61.5497,7.7014,16.7366
2483,2,282,CN,F,2,9,62.0026,6.1422,14.1849
2484,2,282,CN,F,2,2,63.6710,10.0923,12.8271
2485,2,282,CN,F,2,5,65.7984,8.3158,12.6434
2486,2,282,CN,F,2,4,64.3199,9.6975,13.8810
2487,2,282,CN,F,2,1,65.8610,6.3675,15.7457
2488,2,282,CN,F,2,11,66.0239,6.1138,13.8184
2489,2,282,CN,F,2,10,66.1619,3.4585,13.5537
2490,2,282,CN,F,2,7,67.7870,2.5572,11.9971
2491,2,283,CN,F,2,6,56.5115,8.6617,18.5026
2492,2,283,CN,F,2,9,57.4153,14.2856,16.1506
2493,2,283,CN,F,2,2,61.1681,10.3701,15.3324
2494,2,283,CN,F,2,5,63.3088,9.4113,15.3854
2495,2,283,CN,F,2,4,58.9234,12.0332,18.0911
2496,2,283,CN,F,2,1,57.7959,10.2500,15.4925
2497,2,283,CN,F,2,11,59.7617,7.4614,12.6149
2498,2,283,CN,F,2,10,58.5304,6.5892,16.4852
2499,2,283,CN,F,2,7,61.0154,5.7106,14.9592
2500,2,284,CN,F,2,6,59.4091,10.0144,18.1930
2501,2,284,CN,F,2,9,58.7599,8.3521,21.9302
2502,2,284,CN,F,2,2,62.4509,9.1042,14.7302
2503,2,284,CN,F,2,5,61.0550,13.4832,19.9288
2504,2,284,CN,F,2,4,57.7189,13.4523,18.2640
2505,2,284,CN,F,2,1,58.1324,8.8774,21.5031
2506,2,284,CN,F,2,11,66.5371,6.4922,15.9749
2507,2,284,CN,F,2,10,59.9691,6.4486,17.1168
2508,2,284,CN,F,2,7,62.4691,5.0671,16.6635
2509,2,285,CN,F,2,6,58.9711,7.7050,18.5960
2510,2,285,CN,F,2,9,63.7299,6.7026,16.9575
2511,2,285,CN,F,2,2,63.6641,6.2689,14.4941
2512,2,285,CN,F,2,5,60.2650,10.8876,12.6177
2513,2,285,CN,F,2,4,60.7047,10.3357,17.3327
2514,2,285,CN,F,2,1,59.0842,6.4698,17.1659
2515,2,285,CN,F,2,11,63.8808,5.1034,13.8957
2516,2,285,CN,F,2,10,58.6408,7.2178,16.4925
2517,2,285,CN,F,2,7,61.2173,6.1940,15.5300
2518,2,286,CN,F,2,6,54.4182,12.4297,17.1082
2519,2,286,CN,F,2,9,60.0831,9.2087,17.5302
2520,2,286,CN,F,2,2,62.2321,10.5585,13.9602
2521,2,286,CN,F,2,5,59.1852,17.1294,13.5488
2522,2,286,CN,F,2,4,60.1827,13.8461,15.0635
2523,2,286,CN,F,2,1,60.4622,8.1281,19.0554
2524,2,286,CN,F,2,11,69.4226,5.9685,12.8507
2525,2,286,CN,F,2,10,61.8431,7.1804,16.7820
2526,2,286,CN,F,2,7,64.2447,5.2560,14.1429
2527,2,287,CN,F,2,6,60.8646,9.5789,14.8283
2528,2,287,CN,F,2,9,62.7813,7.1704,16.7571
2529,2,287,CN,F,2,2,63.8070,8.5292,16.3016
2530,2,287,CN,F,2,5,62.2115,12.6199,14.9028
2531,2,287,CN,F,2,4,60.4309,12.1977,16.2267
2532,2,287,CN,F,2,1,61.7250,6.8054,15.4892
2533,2,287,CN,F,2,11,64.0198,8.6756,12.5005
2534,2,287,CN,F,2,10,60.9220,6.6220,15.5117
2535,2,287,CN,F,2,7,63.4615,4.3234,14.0253
2536,2,288,CN,F,2,6,56.4545,11.3111,17.0322
2537,2,288,CN,F,2,9,57.4470,10.4032,18.1816
2538,2,288,CN,F,2,2,60.3919,9.5174,13.8441
2539,2,288,CN,F,2,5,61.4926,7.6887,15.9191
2540,2,288,CN,F,2,4,56.1038,13.5173,17.8917
2541,2,288,CN,F,2,1,49.5012,7.4731,16.8159
2542,2,288,CN,F,2,11,62.9006,7.7290,11.5677
2543,2,288,CN,F,2,10,54.3424,7.5109,18.0751
2544,2,288,CN,F,2,7,58.4014,6.5253,15.6041
2545,2,289,CN,M,2,6,54.6235,15.4512,14.8154
2546,2,289,CN,M,2,9,57.4611,12.9293,18.1533
2547,2,289,CN,M,2,2,56.9727,11.4636,15.1536
2548,2,289,CN,M,2,5,55.6767,15.8314,11.1115
2549,2,289,CN,M,2,4,50.3359,13.4004,13.7721
2550,2,289,CN,M,2,1,56.3113,8.6533,18.1294
2551,2,289,CN,M,2,11,63.7523,8.2548,14.1826
2552,2,289,CN,M,2,10,58.3699,8.6679,15.8868
2553,2,289,CN,M,2,7,62.2208,7.4664,15.6381
2554,2,290,CN,M,2,6,49.0090,11.7516,19.5507
2555,2,290,CN,M,2,9,54.3041,11.1051,21.1150
2556,2,290,CN,M,2,2,54.6627,11.4801,18.2676
2557,2,290,CN,M,2,5,60.7764,10.2467,16.6302
2558,2,290,CN,M,2,4,54.3517,12.7214,20.1522
2559,2,290,CN,M,2,1,49.7791,11.1627,19.9130
2560,2,290,CN,M,2,11,60.5594,8.2850,15.0265
2561,2,290,CN,M,2,10,51.0121,9.9379,18.9789
2562,2,290,CN,M,2,7,52.8739,9.0433,19.2178
2563,2,291,CN,M,2,6,54.5587,13.0422,18.7877
2564,2,291,CN,M,2,9,61.3623,10.4358,18.5131
2565,2,291,CN,M,2,2,56.9275,12.0003,17.7180
2566,2,291,CN,M,2,5,60.5521,10.9468,14.9642
2567,2,291,CN,M,2,4,55.0746,13.4762,17.9689
2568,2,291,CN,M,2,1,56.7709,8.6835,15.5163
2569,2,291,CN,M,2,11,65.6922,6.3853,13.6704
2570,2,291,CN,M,2,10,57.5797,9.1709,18.8123
2571,2,291,CN,M,2,7,59.5423,7.0083,16.6709
2572,2,292,CN,M,2,6,52.5057,11.2512,17.8512
2573,2,292,CN,M,2,9,55.1016,11.7473,18.5862
2574,2,292,CN,M,2,2,57.5189,8.9802,15.7779
2575,2,292,CN,M,2,5,59.8740,9.0673,15.9403
2576,2,292,CN,M,2,4,50.0413,10.4329,15.2203
2577,2,292,CN,M,2,1,53.4790,10.6600,18.6743
2578,2,292,CN,M,2,11,62.6471,8.1573,13.6062
2579,2,292,CN,M,2,10,52.2866,9.1654,17.0743
2580,2,292,CN,M,2,7,55.6862,8.0407,18.2516
2581,2,293,CN,F,2,6,57.9267,14.4777,13.0663
2582,2,293,CN,F,2,9,61.3362,8.7523,15.9071
2583,2,293,CN,F,2,2,61.3278,10.9969,11.8292
2584,2,293,CN,F,2,5,67.9768,7.2875,14.4041
2585,2,293,CN,F,2,4,58.8220,13.2777,13.3619
2586,2,293,CN,F,2,1,62.5198,7.1995,16.3258
2587,2,293,CN,F,2,11,69.8147,5.3803,13.2504
2588,2,293,CN,F,2,10,64.5495,4.6904,15.6417
2589,2,293,CN,F,2,7,66.7832,3.2062,12.2491
2590,2,294,CN,F,2,6,58.0721,11.3348,14.4343
2591,2,294,CN,F,2,9,60.1181,10.2007,16.3358
2592,2,294,CN,F,2,2,60.4544,10.7759,13.6098
2593,2,294,CN,F,2,5,60.0266,11.6050,14.5746
2594,2,294,CN,F,2,4,59.2943,12.5412,15.1487
2595,2,294,CN,F,2,1,59.7680,7.9868,16.7807
2596,2,294,CN,F,2,11,62.1609,8.9869,13.3730
2597,2,294,CN,F,2,10,57.0437,8.0145,16.1093
2598,2,294,CN,F,2,7,64.2390,4.4413,14.8711
2599,2,295,CN,F,1,6,57.3888,11.6634,16.5111
2600,2,295,CN,F,1,9,59.6918,9.6794,18.0432
2601,2,295,CN,F,1,2,63.5810,7.3133,13.2121
2602,2,295,CN,F,1,5,63.0603,6.4208,15.7112
2603,2,295,CN,F,1,4,60.7234,11.9262,15.8535
2604,2,295,CN,F,1,1,60.1077,7.5207,16.2494
2605,2,295,CN,F,1,11,64.8669,7.1304,12.4169
2606,2,295,CN,F,1,10,61.1206,6.0844,16.4227
2607,2,295,CN,F,1,7,64.4310,3.4382,13.5954
2608,2,296,CN,M,2,6,58.6148,9.9470,15.3357
2609,2,296,CN,M,2,9,59.9970,12.2924,14.9534
2610,2,296,CN,M,2,2,60.3795,9.7170,13.9547
2611,2,296,CN,M,2,5,62.4204,10.2512,12.6746
2612,2,296,CN,M,2,4,59.1457,11.3941,15.4274
2613,2,296,CN,M,2,1,58.8285,8.2969,15.8728
2614,2,296,CN,M,2,11,61.9243,6.2618,12.3724
2615,2,296,CN,M,2,10,55.5968,8.8458,16.4326
2616,2,296,CN,M,2,7,61.1139,7.0075,15.5211
2617,2,297,CN,M,2,6,49.6222,13.3259,18.9222
2618,2,297,CN,M,2,9,58.0660,12.8548,16.6382
2619,2,297,CN,M,2,2,55.3045,11.1807,16.2905
2620,2,297,CN,M,2,5,59.6971,11.6344,15.7688
2621,2,297,CN,M,2,4,48.1753,15.3704,14.8349
2622,2,297,CN,M,2,1,58.3277,9.9180,17.0183
2623,2,297,CN,M,2,11,62.7423,6.8683,13.3847
2624,2,297,CN,M,2,10,56.1100,8.4963,17.5795
2625,2,297,CN,M,2,7,60.1401,6.9852,17.9479
2626,2,298,CN,M,1,6,56.5036,10.4614,16.4472
