Record number,Origin of data,Subject number,Ethnicity,Gender,Age group,Body location,L,a,b
12770,9,1811,JP,F,1,12,62.0440,20.1840,21.2612
12771,9,1812,JP,F,1,1,62.3537,9.7906,20.1141
12772,9,1812,JP,F,1,2,65.1323,11.5337,16.6403
12773,9,1812,JP,F,1,4,62.2059,14.5954,16.3141
12774,9,1812,JP,F,1,6,60.9371,10.0789,17.1784
12775,9,1812,JP,F,1,7,65.1583,8.6689,15.9561
12776,9,1812,JP,F,1,8,61.7837,7.6613,20.2548
12777,9,1812,JP,F,1,10,62.2843,9.1065,18.4649
12778,9,1812,JP,F,1,11,64.7011,8.6431,13.8016
12779,9,1812,JP,F,1,12,61.7428,19.8714,15.6498
12780,9,1813,JP,F,1,1,63.1830,9.2127,21.9771
12781,9,1813,JP,F,1,2,60.1961,18.1477,11.4593
12782,9,1813,JP,F,1,4,65.3162,14.1385,15.3761
12783,9,1813,JP,F,1,6,61.8369,11.6004,16.1153
12784,9,1813,JP,F,1,7,69.2754,5.8483,17.0175
12785,9,1813,JP,F,1,8,63.0457,8.5995,22.7519
12786,9,1813,JP,F,1,10,67.0988,7.4384,18.3798
12787,9,1813,JP,F,1,11,66.4695,8.4463,16.4430
12788,9,1813,JP,F,1,12,63.3811,17.9038,17.8412
12789,9,1814,JP,F,1,1,58.0235,7.7901,21.7229
12790,9,1814,JP,F,1,2,66.9759,10.5531,15.2125
12791,9,1814,JP,F,1,4,66.2512,9.4687,18.9588
12792,9,1814,JP,F,1,6,66.0096,9.5826,17.2213
12793,9,1814,JP,F,1,7,65.7630,6.5776,17.9291
12794,9,1814,JP,F,1,8,62.2536,7.9730,22.0302
12795,9,1814,JP,F,1,10,64.4249,7.2085,19.9076
12796,9,1814,JP,F,1,11,65.3791,9.3653,17.1065
12797,9,1814,JP,F,1,12,63.8647,21.0282,18.0703
12798,9,1815,JP,M,1,1,56.2818,9.2801,20.6633
12799,9,1815,JP,M,1,2,61.9843,13.5633,13.4340
12800,9,1815,JP,M,1,4,63.0143,11.8989,17.5140
12801,9,1815,JP,M,1,6,58.1887,14.6702,16.8411
12802,9,1815,JP,M,1,7,64.1890,6.9791,18.9949
12803,9,1815,JP,M,1,8,55.5519,9.4276,20.7232
12804,9,1815,JP,M,1,10,60.8329,10.3028,21.1782
12805,9,1815,JP,M,1,11,67.3086,8.9453,14.1751
12806,9,1815,JP,M,1,12,63.2339,19.6505,14.1601
12807,9,1816,JP,M,1,1,60.0088,10.4253,17.6586
12808,9,1816,JP,M,1,2,60.7551,15.4391,13.6390
12809,9,1816,JP,M,1,4,61.2773,12.0082,17.2524
12810,9,1816,JP,M,1,6,59.6722,14.5574,16.5354
12811,9,1816,JP,M,1,7,63.1157,9.4817,18.2717
12812,9,1816,JP,M,1,8,60.3762,11.9471,17.3282
12813,9,1816,JP,M,1,10,61.2887,9.5219,18.2494
12814,9,1816,JP,M,1,11,64.6704,11.2178,15.6196
12815,9,1816,JP,M,1,12,59.0373,19.7551,15.8463
12816,9,1817,JP,M,1,1,55.7682,11.4870,21.1641
12817,9,1817,JP,M,1,2,59.7775,14.4298,18.2641
12818,9,1817,JP,M,1,4,57.4731,13.8121,20.0655
12819,9,1817,JP,M,1,6,58.2238,13.5655,20.1026
12820,9,1817,JP,M,1,7,62.4704,8.9427,19.4486
12821,9,1817,JP,M,1,8,59.3967,11.2257,22.9863
12822,9,1817,JP,M,1,10,55.8360,9.4101,20.3618
12823,9,1817,JP,M,1,11,62.0777,12.3409,15.4877
12824,9,1817,JP,M,1,12,62.1825,19.8955,16.5115
12825,9,1818,JP,F,1,1,64.7185,8.4433,19.8875
12826,9,1818,JP,F,1,2,63.5716,13.4110,10.2464
12827,9,1818,JP,F,1,4,64.6493,13.4109,16.4718
12828,9,1818,JP,F,1,6,64.1249,10.4384,15.3630
12829,9,1818,JP,F,1,7,69.2959,6.0957,16.2536
12830,9,1818,JP,F,1,8,68.2818,5.2381,20.0553
12831,9,1818,JP,F,1,10,66.7437,6.5289,18.3580
12832,9,1818,JP,F,1,11,64.4099,10.8154,15.8943
12833,9,1818,JP,F,1,12,63.8215,19.8830,17.0178
12834,9,1819,JP,F,1,1,66.0327,6.6693,18.7868
12835,9,1819,JP,F,1,2,67.6663,12.5786,12.9654
12836,9,1819,JP,F,1,4,68.7049,9.0846,16.5637
12837,9,1819,JP,F,1,6,70.0729,7.8595,15.0039
12838,9,1819,JP,F,1,7,68.3952,7.1039,16.3822
12839,9,1819,JP,F,1,8,67.3020,6.6357,18.8471
12840,9,1819,JP,F,1,10,64.9804,7.0703,18.6022
12841,9,1819,JP,F,1,11,66.8073,8.0751,13.3536
12842,9,1819,JP,F,1,12,61.9338,22.5616,16.0918
12843,9,1820,JP,M,1,1,58.0767,8.9225,20.2228
12844,9,1820,JP,M,1,2,65.0056,9.7754,17.1523
12845,9,1820,JP,M,1,4,61.1397,10.7958,20.9169
12846,9,1820,JP,M,1,6,60.2203,9.3352,20.0412
12847,9,1820,JP,M,1,7,65.7883,6.7648,20.5510
12848,9,1820,JP,M,1,8,62.2725,8.0005,19.8499
12849,9,1820,JP,M,1,10,63.2553,8.3350,21.6426
12850,9,1820,JP,M,1,11,63.0514,8.7361,12.7325
12851,9,1820,JP,M,1,12,60.8425,23.4983,16.0311
12852,9,1821,JP,M,2,1,53.5489,7.5534,15.8190
12853,9,1821,JP,M,2,2,63.3787,12.1652,15.6563
12854,9,1821,JP,M,2,4,65.3529,8.8356,18.3136
12855,9,1821,JP,M,2,6,55.4238,9.5560,17.4708
12856,9,1821,JP,M,2,7,63.7816,7.4971,15.9059
12857,9,1821,JP,M,2,8,55.0633,6.1289,15.8392
12858,9,1821,JP,M,2,10,59.8365,9.0657,19.8309
12859,9,1821,JP,M,2,11,59.4989,12.0004,14.5533
12860,9,1821,JP,M,2,12,62.4058,17.6923,16.7677
12861,9,1822,JP,F,2,1,62.7651,8.8589,19.9268
12862,9,1822,JP,F,2,2,65.0702,12.6324,14.2525
12863,9,1822,JP,F,2,4,65.3480,12.5354,14.6275
12864,9,1822,JP,F,2,6,62.1008,11.4268,19.0790
12865,9,1822,JP,F,2,7,70.5100,4.9306,14.6753
12866,9,1822,JP,F,2,8,63.9676,6.1460,18.8318
12867,9,1822,JP,F,2,10,70.3522,4.6144,15.6933
12868,9,1822,JP,F,2,11,65.0938,5.9669,15.6520
12869,9,1822,JP,F,2,12,62.8386,20.1440,17.5052
12870,9,1823,JP,F,2,1,69.1134,6.1503,14.9765
12871,9,1823,JP,F,2,2,67.8734,11.3835,11.6839
12872,9,1823,JP,F,2,4,66.4689,12.7535,13.8115
12873,9,1823,JP,F,2,6,67.9014,9.9477,12.4163
12874,9,1823,JP,F,2,7,68.0420,6.8377,14.1133
12875,9,1823,JP,F,2,8,66.4210,7.1208,17.2885
12876,9,1823,JP,F,2,10,67.5286,7.4465,18.3170
12877,9,1823,JP,F,2,11,69.6907,7.7399,13.1604
12878,9,1823,JP,F,2,12,62.7438,22.2957,15.1264
12879,9,1824,JP,M,2,1,59.8724,11.0703,18.0307
12880,9,1824,JP,M,2,2,66.1888,12.7014,14.7459
12881,9,1824,JP,M,2,4,63.0878,9.6292,19.6185
12882,9,1824,JP,M,2,6,54.9093,11.4549,18.0761
12883,9,1824,JP,M,2,7,65.5753,7.0996,16.3086
12884,9,1824,JP,M,2,8,64.2544,6.0071,17.8913
12885,9,1824,JP,M,2,10,62.8947,7.7533,18.4270
12886,9,1824,JP,M,2,11,63.6005,9.4537,14.8185
12887,9,1824,JP,M,2,12,60.9540,14.6136,14.9427
12888,9,1825,JP,M,2,1,62.9573,8.5218,19.8770
12889,9,1825,JP,M,2,2,62.2375,12.4755,16.0683
12890,9,1825,JP,M,2,4,61.8461,11.6442,20.8374
12891,9,1825,JP,M,2,6,57.7666,11.1794,16.9171
12892,9,1825,JP,M,2,7,68.2161,7.7177,17.7616
12893,9,1825,JP,M,2,8,65.3882,8.3971,21.0141
12894,9,1825,JP,M,2,10,64.4348,7.6266,21.2303
12895,9,1825,JP,M,2,11,63.9214,11.4003,15.3623
12896,9,1825,JP,M,2,12,63.7747,16.9796,15.5344
12897,9,1826,JP,M,2,1,59.3943,10.2629,17.7145
12898,9,1826,JP,M,2,2,61.2463,13.6926,15.3421
12899,9,1826,JP,M,2,4,58.8335,11.9637,19.2588
12900,9,1826,JP,M,2,6,55.2803,13.2868,15.8444
12901,9,1826,JP,M,2,7,62.4190,8.2666,18.3323
12902,9,1826,JP,M,2,8,60.5061,10.8209,20.5870
12903,9,1826,JP,M,2,10,59.8109,8.0251,20.5457
12904,9,1826,JP,M,2,11,67.4709,7.2989,13.9331
12905,9,1826,JP,M,2,12,63.8005,19.1992,15.6263
12906,9,1827,JP,F,2,1,63.1085,11.1390,19.0958
12907,9,1827,JP,F,2,2,64.7606,13.4642,15.1996
12908,9,1827,JP,F,2,4,62.7621,14.3180,17.7918
12909,9,1827,JP,F,2,6,65.5185,12.2949,16.9097
12910,9,1827,JP,F,2,7,68.7800,5.9831,16.9356
12911,9,1827,JP,F,2,8,63.5661,7.5175,22.3746
12912,9,1827,JP,F,2,10,65.8640,6.3473,19.3336
12913,9,1827,JP,F,2,11,62.5033,11.1128,17.3826
12914,9,1827,JP,F,2,12,60.8557,21.8356,18.6482
12915,9,1828,JP,F,1,1,55.3458,11.1383,20.6449
12916,9,1828,JP,F,1,2,59.5650,14.7407,15.6012
12917,9,1828,JP,F,1,4,59.0404,14.8882,18.4090
12918,9,1828,JP,F,1,6,56.0623,12.3285,21.8374
12919,9,1828,JP,F,1,7,57.9523,8.7696,21.5277
12920,9,1828,JP,F,1,8,55.0122,10.6241,23.8617
12921,9,1828,JP,F,1,10,54.1167,11.1353,22.9073
12922,9,1828,JP,F,1,11,64.3063,7.3340,16.6541
12923,9,1828,JP,F,1,12,62.3337,18.1954,20.6330
12924,9,1829,JP,M,2,1,60.2155,10.8261,19.4249
12925,9,1829,JP,M,2,2,61.0302,14.7973,18.7245
12926,9,1829,JP,M,2,4,59.7804,12.4441,22.1108
12927,9,1829,JP,M,2,6,53.3380,11.4745,15.9365
12928,9,1829,JP,M,2,7,62.7634,7.3168,18.0411
12929,9,1829,JP,M,2,8,62.0701,9.0687,22.0557
12930,9,1829,JP,M,2,10,61.7175,7.8709,21.7519
12931,9,1829,JP,M,2,11,63.3262,8.5773,14.8511
12932,9,1829,JP,M,2,12,63.8556,20.8437,18.1559
12933,9,1830,JP,M,2,1,61.5014,8.8829,16.9861
12934,9,1830,JP,M,2,2,61.4434,10.1884,15.1749
12935,9,1830,JP,M,2,4,65.8164,9.1877,17.7505
12936,9,1830,JP,M,2,6,59.9035,9.5717,15.2669
12937,9,1830,JP,M,2,7,67.2937,6.2663,16.9353
12938,9,1830,JP,M,2,8,66.0469,7.0058,19.5212
12939,9,1830,JP,M,2,10,60.6900,7.9540,19.3071
12940,9,1830,JP,M,2,11,62.5509,6.5765,10.4412
12941,9,1830,JP,M,2,12,65.1960,15.8076,13.1822
12942,9,1831,JP,M,2,1,57.7171,11.8507,21.7975
12943,9,1831,JP,M,2,2,56.6661,14.7598,19.3279
12944,9,1831,JP,M,2,4,55.6181,12.7422,17.5069
12945,9,1831,JP,M,2,6,51.2230,16.3653,17.0404
12946,9,1831,JP,M,2,7,62.4733,10.2456,18.6773
12947,9,1831,JP,M,2,8,58.4907,13.2958,19.9986
12948,9,1831,JP,M,2,10,59.0992,9.5231,22.0285
12949,9,1831,JP,M,2,11,66.5337,8.7685,20.3032
12950,9,1831,JP,M,2,12,61.4237,17.8649,19.2053
12951,9,1832,JP,M,6,1,57.8336,11.2781,17.6071
12952,9,1832,JP,M,6,2,59.9102,12.3260,16.9789
12953,9,1832,JP,M,6,4,58.1605,15.4847,16.1971
12954,9,1832,JP,M,6,6,56.1602,12.1062,17.7865
12955,9,1832,JP,M,6,7,63.5156,9.4583,18.0114
12956,9,1832,JP,M,6,8,61.0549,8.2555,20.9079
12957,9,1832,JP,M,6,10,59.6372,10.6147,18.8680
12958,9,1832,JP,M,6,11,59.7839,11.9076,13.3257
12959,9,1832,JP,M,2,12,60.5588,16.6844,13.0349
12960,9,1833,JP,M,2,1,62.8057,10.6260,20.1673
12961,9,1833,JP,M,2,2,59.1368,14.3470,15.4437
12962,9,1833,JP,M,2,4,57.7631,14.6432,18.0260
12963,9,1833,JP,M,2,6,55.9627,14.2815,18.4821
12964,9,1833,JP,M,2,7,66.0860,8.0444,16.9003
12965,9,1833,JP,M,2,8,60.1659,11.3852,20.1556
12966,9,1833,JP,M,2,10,59.6857,9.3905,20.5558
12967,9,1833,JP,M,2,11,67.9650,9.9975,16.0123
12968,9,1833,JP,M,2,12,62.5098,21.3937,16.0995
12969,9,1834,JP,F,2,1,62.2022,9.3805,18.9515
12970,9,1834,JP,F,2,2,63.1972,14.2270,13.0439
12971,9,1834,JP,F,2,4,63.2315,13.9667,14.0051
12972,9,1834,JP,F,2,6,63.8833,12.3623,15.1427
12973,9,1834,JP,F,2,7,68.7142,5.7485,14.7558
12974,9,1834,JP,F,2,8,60.9651,7.7575,19.0731
12975,9,1834,JP,F,2,10,65.5469,6.3643,18.1895
12976,9,1834,JP,F,2,11,64.2107,9.9846,13.9568
12977,9,1834,JP,F,2,12,69.4555,14.3813,16.9118
12978,9,1835,JP,F,2,1,65.5166,8.9957,20.4215
12979,9,1835,JP,F,2,2,62.4607,15.6535,13.5114
12980,9,1835,JP,F,2,4,63.3576,14.1028,17.4956
12981,9,1835,JP,F,2,6,67.1113,9.3950,18.7060
12982,9,1835,JP,F,2,7,67.2856,6.7010,16.6223
12983,9,1835,JP,F,2,8,65.0337,6.2993,21.1792
12984,9,1835,JP,F,2,10,67.2002,6.2982,17.9439
12985,9,1835,JP,F,2,11,63.2136,10.6177,17.2661
12986,9,1835,JP,F,2,12,59.6881,21.5222,18.9710
12987,9,1836,JP,M,2,1,54.9642,10.3853,19.9481
12988,9,1836,JP,M,2,2,61.1839,11.8857,19.1913
12989,9,1836,JP,M,2,4,55.8644,12.2677,19.2024
12990,9,1836,JP,M,2,6,56.1421,15.3144,18.3929
12991,9,1836,JP,M,2,7,60.1419,8.0789,18.6793
12992,9,1836,JP,M,2,8,59.7467,11.7092,20.3943
12993,9,1836,JP,M,2,10,56.6132,9.5223,20.1056
12994,9,1836,JP,M,2,11,63.6749,9.4628,14.7109
12995,9,1836,JP,M,2,12,66.1124,15.9638,17.7300
12996,9,1837,JP,M,2,1,64.2397,7.7191,19.3303
12997,9,1837,JP,M,2,2,62.7091,11.5975,17.9311
12998,9,1837,JP,M,2,4,62.9704,10.4170,19.9654
12999,9,1837,JP,M,2,6,57.3803,11.5304,20.4325
13000,9,1837,JP,M,2,7,65.6197,6.6881,17.3448
13001,9,1837,JP,M,2,8,65.4952,8.2028,17.8044
13002,9,1837,JP,M,2,10,59.3801,10.0412,19.6145
13003,9,1837,JP,M,2,11,66.8057,7.1405,14.3143
13004,9,1837,JP,M,2,12,62.5421,20.6624,12.4312
13005,9,1838,JP,M,6,1,59.7310,4.8944,16.5900
13006,9,1838,JP,M,6,2,63.9484,7.2925,22.4236
13007,9,1838,JP,M,6,4,64.8594,7.3764,21.2010
13008,9,1838,JP,M,6,6,56.6022,7.8518,21.1563
13009,9,1838,JP,M,6,7,64.2116,4.7048,17.4912
13010,9,1838,JP,M,6,8,60.0819,8.7496,24.5549
13011,9,1838,JP,M,6,10,60.7570,5.2141,16.1705
13012,9,1838,JP,M,6,11,68.2028,6.9127,14.4664
13013,9,1838,JP,M,6,12,67.6962,10.4765,14.7151
13014,9,1839,JP,M,6,1,55.2308,10.7430,16.7766
13015,9,1839,JP,M,6,2,61.9358,9.9516,19.2689
13016,9,1839,JP,M,6,4,57.0977,14.0123,16.0126
13017,9,1839,JP,M,6,6,53.0007,10.7925,17.5784
13018,9,1839,JP,M,6,7,64.8582,6.1736,15.8984
13019,9,1839,JP,M,6,8,56.3088,10.8206,20.4664
13020,9,1839,JP,M,6,10,64.4448,6.2562,16.8414
13021,9,1839,JP,M,6,11,62.3341,11.7182,13.6343
13022,9,1839,JP,M,6,12,60.1019,19.4713,13.3842
13023,9,1840,JP,M,2,1,62.3847,9.0556,17.5008
13024,9,1840,JP,M,2,2,60.8597,17.0796,13.7101
13025,9,1840,JP,M,2,4,64.1113,12.1610,18.1377
13026,9,1840,JP,M,2,6,59.2403,12.0291,15.7185
13027,9,1840,JP,M,2,7,65.1166,7.5147,17.7270
13028,9,1840,JP,M,2,8,61.4479,11.5520,18.5281
13029,9,1840,JP,M,2,10,61.5672,9.3026,20.3987
13030,9,1840,JP,M,2,11,61.9128,8.7896,13.4887
13031,9,1840,JP,M,2,12,64.3303,16.3825,16.3979
13032,9,1841,JP,M,2,1,62.1579,11.4063,18.7316
13033,9,1841,JP,M,2,2,63.8572,13.1274,15.2780
13034,9,1841,JP,M,2,4,61.2105,11.4733,14.8062
13035,9,1841,JP,M,2,6,58.7634,13.4757,18.0132
13036,9,1841,JP,M,2,7,65.9058,7.9569,17.2447
13037,9,1841,JP,M,2,8,64.4109,9.1158,19.9507
13038,9,1841,JP,M,2,10,60.9693,8.6729,19.5951
13039,9,1841,JP,M,2,11,63.8768,11.6489,13.7510
13040,9,1841,JP,M,2,12,63.3223,19.4398,16.1984
13041,9,1842,JP,M,2,1,61.1399,11.3317,16.2177
13042,9,1842,JP,M,2,2,63.3389,12.5346,14.4575
13043,9,1842,JP,M,2,4,59.3642,14.9421,14.0097
13044,9,1842,JP,M,2,6,61.2609,10.9580,17.0368
13045,9,1842,JP,M,2,7,66.2795,8.6655,15.1249
13046,9,1842,JP,M,2,8,64.3831,8.6866,18.2247
13047,9,1842,JP,M,2,10,65.7242,6.2719,18.6157
13048,9,1842,JP,M,2,11,61.3399,10.8376,12.4994
13049,9,1842,JP,M,2,12,62.0234,21.0093,14.7208
13050,9,1843,JP,F,2,1,64.8809,8.0690,18.5899
13051,9,1843,JP,F,2,2,66.8029,11.2781,15.8809
13052,9,1843,JP,F,2,4,64.1509,13.2356,15.4914
13053,9,1843,JP,F,2,6,59.2501,9.8435,14.6290
13054,9,1843,JP,F,2,7,69.2224,5.5031,15.6132
13055,9,1843,JP,F,2,8,60.7007,7.6906,17.0571
13056,9,1843,JP,F,2,10,67.0547,6.8268,17.9711
13057,9,1843,JP,F,2,11,63.1742,7.9752,12.1730
13058,9,1843,JP,F,2,12,61.9677,18.7915,16.8996
13059,9,1844,JP,F,2,1,65.7199,7.0647,15.7280
13060,9,1844,JP,F,2,2,70.6394,8.2919,13.4921
13061,9,1844,JP,F,2,4,67.9246,10.2693,16.2524
13062,9,1844,JP,F,2,6,60.6633,10.3650,17.8860
13063,9,1844,JP,F,2,7,70.2259,5.1970,12.9485
13064,9,1844,JP,F,2,8,61.0541,8.5934,14.7983
13065,9,1844,JP,F,2,10,68.0114,5.5796,14.1100
13066,9,1844,JP,F,2,11,68.2515,6.4565,13.8274
13067,9,1844,JP,F,2,12,63.6506,19.0259,15.9734
13068,9,1845,JP,F,2,1,64.0360,8.4009,18.7969
13069,9,1845,JP,F,2,2,69.4186,10.1825,14.2915
13070,9,1845,JP,F,2,4,64.9352,13.2323,19.0554
13071,9,1845,JP,F,2,6,63.7085,10.8687,17.5841
13072,9,1845,JP,F,2,7,67.5272,6.3133,16.7149
13073,9,1845,JP,F,2,8,61.4357,7.7748,19.7735
13074,9,1845,JP,F,2,10,67.0284,7.3292,18.8252
13075,9,1845,JP,F,2,11,63.8856,7.5114,13.7814
13076,9,1845,JP,F,2,12,62.3198,17.6237,12.4243
13077,9,1846,JP,F,2,1,60.1202,10.7085,20.8364
13078,9,1846,JP,F,2,2,61.9556,11.9098,18.5252
13079,9,1846,JP,F,2,4,61.2096,15.4296,15.5208
13080,9,1846,JP,F,2,6,56.9888,15.0084,17.1140
13081,9,1846,JP,F,2,7,65.5147,7.1285,20.0315
13082,9,1846,JP,F,2,8,63.4420,8.2039,19.8054
13083,9,1846,JP,F,2,10,59.5406,8.9538,22.0367
13084,9,1846,JP,F,2,11,68.3324,10.8552,16.4241
13085,9,1846,JP,F,2,12,65.8353,18.0743,15.0004
13086,9,1847,JP,F,2,1,61.9535,7.6717,16.0551
13087,9,1847,JP,F,2,2,70.3981,9.0195,15.2505
13088,9,1847,JP,F,2,4,69.9131,9.3810,14.3806
13089,9,1847,JP,F,2,6,64.5522,8.1569,13.6629
13090,9,1847,JP,F,2,7,69.4198,4.4670,14.5097
13091,9,1847,JP,F,2,8,67.9631,6.9611,18.2716
13092,9,1847,JP,F,2,10,68.4595,5.2197,15.6463
13093,9,1847,JP,F,2,11,69.9037,7.9044,12.5614
13094,9,1847,JP,F,2,12,65.4865,18.0823,13.8984
13095,9,1848,JP,F,2,1,63.2539,8.1128,16.9379
13096,9,1848,JP,F,2,2,69.6437,10.3088,14.1300
13097,9,1848,JP,F,2,4,64.0829,14.6596,14.4997
13098,9,1848,JP,F,2,6,65.2533,11.2699,17.9175
13099,9,1848,JP,F,2,7,68.2175,6.2356,15.7544
13100,9,1848,JP,F,2,8,66.5167,7.7773,21.1227
13101,9,1848,JP,F,2,10,66.5799,7.6148,17.7340
13102,9,1848,JP,F,2,11,67.8447,8.1123,12.3532
13103,9,1848,JP,F,2,12,63.4729,22.4260,15.0150
13104,9,1849,JP,F,2,1,66.6422,7.3102,16.3419
13105,9,1849,JP,F,2,2,66.3810,13.1706,11.2613
13106,9,1849,JP,F,2,4,66.7612,11.0117,15.5080
13107,9,1849,JP,F,2,6,66.2725,12.0526,12.3538
13108,9,1849,JP,F,2,7,70.0808,5.3328,13.6842
13109,9,1849,JP,F,2,8,61.4663,8.0227,21.3632
13110,9,1849,JP,F,2,10,68.4872,5.9198,16.7084
13111,9,1849,JP,F,2,11,70.3500,4.4885,13.3580
13112,9,1849,JP,F,2,12,63.0422,19.7740,16.2428
13113,9,1850,JP,F,2,1,65.2977,8.4030,15.6350
13114,9,1850,JP,F,2,2,68.3517,8.9845,15.6075
13115,9,1850,JP,F,2,4,65.8079,12.3886,17.1733
13116,9,1850,JP,F,2,6,66.3051,9.1746,14.9170
13117,9,1850,JP,F,2,7,68.8939,5.3828,12.7761
13118,9,1850,JP,F,2,8,67.3792,6.6810,15.7625
13119,9,1850,JP,F,2,10,67.2653,6.6815,16.2211
13120,9,1850,JP,F,2,11,68.7971,7.0445,15.0161
13121,9,1850,JP,F,2,12,65.3439,19.2363,15.7816
13122,9,1851,JP,F,2,1,64.7036,9.8242,19.3309
13123,9,1851,JP,F,2,2,62.9392,13.7214,14.5379
13124,9,1851,JP,F,2,4,64.4464,12.2610,15.1397
13125,9,1851,JP,F,2,6,62.2370,9.3193,17.5643
13126,9,1851,JP,F,2,7,69.0649,6.1144,13.5986
13127,9,1851,JP,F,2,8,66.1302,6.9422,15.6505
13128,9,1851,JP,F,2,10,68.4372,7.0825,16.2323
13129,9,1851,JP,F,2,11,69.8555,7.6510,14.9114
13130,9,1851,JP,F,2,12,70.8523,12.5487,15.8196
13131,9,1852,JP,F,2,1,59.0854,9.5183,21.3796
13132,9,1852,JP,F,2,2,68.2190,9.2246,16.8471
13133,9,1852,JP,F,2,4,65.7179,11.5415,16.8210
13134,9,1852,JP,F,2,6,63.4487,10.3853,17.2257
13135,9,1852,JP,F,2,7,63.3705,8.1402,20.3626
13136,9,1852,JP,F,2,8,60.9929,10.4874,19.4641
13137,9,1852,JP,F,2,10,61.3240,9.1384,20.7902
13138,9,1852,JP,F,2,11,66.3835,7.9030,13.9751
13139,9,1852,JP,F,2,12,63.3314,15.8627,13.9402
13140,9,1853,JP,F,2,1,66.8023,8.6203,17.0029
13141,9,1853,JP,F,2,2,66.6866,14.0661,9.3620
13142,9,1853,JP,F,2,4,66.8804,13.0225,12.9307
13143,9,1853,JP,F,2,6,66.8809,11.0692,13.0045
13144,9,1853,JP,F,2,7,70.0971,5.9942,12.5339
13145,9,1853,JP,F,2,8,70.2636,5.4635,15.6194
13146,9,1853,JP,F,2,10,70.2219,6.2083,16.2206
13147,9,1853,JP,F,2,11,66.2258,8.9113,13.8343
13148,9,1853,JP,F,2,12,65.1797,17.6399,17.6616
13149,9,1854,JP,F,2,1,67.4702,7.3570,15.6128
13150,9,1854,JP,F,2,2,66.8770,13.7625,12.7534
13151,9,1854,JP,F,2,4,64.2137,14.0493,16.1494
13152,9,1854,JP,F,2,6,63.5517,12.9540,14.8962
13153,9,1854,JP,F,2,7,67.6334,7.0042,15.0681
13154,9,1854,JP,F,2,8,66.1116,7.2919,16.5479
13155,9,1854,JP,F,2,10,67.4180,6.8355,17.0813
13156,9,1854,JP,F,2,11,64.3278,9.2856,15.3463
13157,9,1854,JP,F,2,12,66.2998,18.8058,17.2665
13158,9,1855,JP,F,2,1,66.1297,7.0643,13.2765
13159,9,1855,JP,F,2,2,63.8526,15.1650,13.5945
13160,9,1855,JP,F,2,4,67.4806,11.8795,13.9852
13161,9,1855,JP,F,2,6,64.1676,9.3488,15.6117
13162,9,1855,JP,F,2,7,69.5246,6.4856,13.2897
13163,9,1855,JP,F,2,8,65.2879,7.2686,20.1310
13164,9,1855,JP,F,2,10,69.0550,5.4235,13.7856
13165,9,1855,JP,F,2,11,63.4858,10.0379,16.6902
13166,9,1855,JP,F,2,12,62.3682,18.3179,17.0959
13167,9,1856,JP,F,2,1,67.5264,7.5714,17.5023
13168,9,1856,JP,F,2,2,68.8577,9.9791,14.8918
13169,9,1856,JP,F,2,4,65.7760,11.4397,14.0460
13170,9,1856,JP,F,2,6,64.5879,11.4463,13.9886
13171,9,1856,JP,F,2,7,70.9487,5.6474,15.8376
13172,9,1856,JP,F,2,8,67.2217,6.1134,18.7172
13173,9,1856,JP,F,2,10,72.0621,4.7075,18.8316
13174,9,1856,JP,F,2,11,69.4306,7.3952,18.8096
13175,9,1856,JP,F,2,12,63.5621,22.8323,18.6909
13176,9,1857,JP,F,2,1,68.4835,8.8662,15.0847
13177,9,1857,JP,F,2,2,68.3366,10.5982,14.9659
13178,9,1857,JP,F,2,4,61.4615,15.3246,11.6084
13179,9,1857,JP,F,2,6,64.0815,9.4940,15.6007
13180,9,1857,JP,F,2,7,72.6487,5.4388,12.6221
13181,9,1857,JP,F,2,8,67.7028,8.0108,17.6850
13182,9,1857,JP,F,2,10,71.2465,6.2669,15.1299
13183,9,1857,JP,F,2,11,70.0088,6.6380,13.2193
13184,9,1857,JP,F,2,12,64.9777,16.8891,14.1397
13185,9,1858,JP,F,2,1,69.4943,6.7047,15.9416
13186,9,1858,JP,F,2,2,69.9774,9.7024,14.2129
13187,9,1858,JP,F,2,4,67.6073,10.7508,15.8512
13188,9,1858,JP,F,2,6,64.2652,8.4329,14.5479
13189,9,1858,JP,F,2,7,71.7757,6.1507,14.3174
13190,9,1858,JP,F,2,8,66.0010,7.2527,17.4556
13191,9,1858,JP,F,2,10,71.0246,5.3727,15.4208
13192,9,1858,JP,F,2,11,66.1028,7.8861,15.0455
13193,9,1858,JP,F,2,12,64.4951,17.3506,16.0570
13194,9,1859,JP,F,2,1,61.5609,10.5734,17.0591
13195,9,1859,JP,F,2,2,63.9017,13.6462,16.9522
13196,9,1859,JP,F,2,4,60.7699,15.2914,13.9072
13197,9,1859,JP,F,2,6,60.1305,13.4317,14.9728
13198,9,1859,JP,F,2,7,64.5500,9.2640,16.8645
13199,9,1859,JP,F,2,8,62.5919,9.3048,19.6379
13200,9,1859,JP,F,2,10,62.7693,9.5541,18.1994
13201,9,1859,JP,F,2,11,65.0527,9.5892,13.2132
13202,9,1859,JP,F,2,12,63.6450,18.4592,14.6437
13203,9,1860,JP,F,2,1,64.0967,8.8184,16.7061
13204,9,1860,JP,F,2,2,68.1288,10.0061,14.9781
13205,9,1860,JP,F,2,4,64.0440,14.3048,14.0047
